#	Summary: Metal Binding Proteins above treshold of 0.5

#	Ca	Co	Cu	Fe	K	Mg	Mn	Na	Ni	Zn

#	1268	348	390	820	886	1584	712	921	766	1623

ID	MetalBinding	Ca	Co	Cu	Fe	K	Mg	Mn	Na	Ni	Zn
1UL4_A	1.0	0.01	0.23	0.24	0.0	0.37	0.02	0.03	0.45	0.19	0.87

1UL5_A	0.99	0.04	0.22	0.27	0.1	0.29	0.17	0.04	0.46	0.27	0.82

1USL_C	0.68	0.69	0.41	0.29	0.62	0.41	0.27	0.2	0.36	0.34	0.5

1UVK_C	0.45	0.55	0.16	0.0	0.24	0.29	0.59	0.83	0.31	0.03	0.44

1UW0_A	0.81	0.12	0.21	0.34	0.17	0.3	0.33	0.05	0.46	0.35	0.62

1UX6_A	0.4	0.75	0.34	0.7	0.21	0.2	0.38	0.47	0.5	0.01	0.2

1V5N_A	1.0	0.01	0.17	0.26	0.0	0.37	0.02	0.03	0.44	0.2	0.87

1V5R_A	0.73	0.2	0.2	0.46	0.06	0.29	0.4	0.03	0.44	0.43	0.53

1V6G_A	1.0	0.01	0.15	0.21	0.0	0.42	0.06	0.02	0.46	0.15	0.92

1V87_A	1.0	0.64	0.16	0.17	0.05	0.43	0.09	0.0	0.49	0.27	0.82

1V9X_A	0.8	0.13	0.43	0.33	0.49	0.31	0.17	0.32	0.47	0.42	0.58

1VA1_A	1.0	0.0	0.22	0.2	0.0	0.29	0.0	0.04	0.37	0.23	0.77

1VQN_B	0.4	0.25	0.39	0.0	0.02	0.17	0.52	0.15	0.63	0.33	0.35

1VY4_AN	1.0	0.03	0.0	0.01	0.0	0.01	0.64	0.0	0.26	0.87	0.87

1VY4_B4	0.36	0.08	0.34	0.27	0.5	0.32	0.07	0.34	0.11	0.43	0.43

1VY4_B5	0.91	0.02	0.28	0.28	0.0	0.3	0.12	0.11	0.37	0.29	0.63

1VY4_B6	0.69	0.01	0.12	0.0	0.0	0.07	0.0	0.01	0.01	0.23	0.59

1VY4_B8	0.11	0.29	0.1	0.01	0.0	0.05	0.14	0.0	0.01	0.29	0.04

1VY4_BD	0.4	0.67	0.42	0.03	0.43	0.41	0.58	0.45	0.43	0.05	0.34

1VY4_BG	0.39	0.11	0.29	0.13	0.03	0.3	0.38	0.2	0.51	0.44	0.45

1VY4_BH	0.4	0.0	0.21	0.0	0.0	0.07	0.03	0.06	0.6	0.11	0.25

1VY4_BN	0.21	0.14	0.33	0.03	0.41	0.24	0.46	0.35	0.04	0.37	0.15

1VY4_BQ	0.17	0.14	0.31	0.01	0.01	0.22	0.49	0.4	0.21	0.38	0.09

1VY4_BR	0.24	0.21	0.18	0.04	0.02	0.14	0.3	0.04	0.09	0.4	0.25

1VY4_BV	0.25	0.07	0.38	0.58	0.36	0.29	0.21	0.53	0.21	0.31	0.25

1VY4_BX	0.06	0.05	0.08	0.0	0.02	0.05	0.39	0.03	0.09	0.28	0.04

1VY4_BY	0.81	0.06	0.28	0.3	0.05	0.42	0.27	0.11	0.43	0.31	0.58

1VY4_D3	0.25	0.05	0.13	0.01	0.22	0.09	0.22	0.03	0.38	0.35	0.28

1VY5_B1	0.26	0.15	0.24	0.14	0.01	0.28	0.49	0.09	0.07	0.36	0.33

1VYX_A	1.0	0.01	0.12	0.19	0.0	0.35	0.02	0.01	0.45	0.18	0.92

1W1W_H	0.08	0.02	0.08	0.0	0.0	0.04	0.14	0.01	0.75	0.27	0.06

1W85_J	0.1	0.06	0.08	0.0	0.0	0.04	0.22	0.01	0.4	0.22	0.08

1W88_J	0.07	0.02	0.22	0.0	0.0	0.06	0.01	0.55	0.08	0.22	0.12

1WCF_A	0.4	0.65	0.23	0.0	0.0	0.42	0.57	0.74	0.41	0.02	0.21

1WD2_A	1.0	0.0	0.05	0.12	0.0	0.32	0.0	0.0	0.46	0.07	0.99

1WE9_A	1.0	0.02	0.19	0.22	0.12	0.25	0.08	0.02	0.49	0.22	0.91

1WEE_A	0.99	0.05	0.19	0.25	0.0	0.36	0.07	0.04	0.47	0.22	0.85

1WEM_A	1.0	0.01	0.08	0.15	0.0	0.28	0.02	0.0	0.47	0.11	0.98

1WEN_A	1.0	0.0	0.0	0.03	0.0	0.33	0.0	0.0	0.54	0.01	1.0

1WEO_A	1.0	0.0	0.04	0.12	0.0	0.38	0.01	0.0	0.52	0.06	0.99

1WEP_A	0.99	0.39	0.19	0.28	0.26	0.36	0.15	0.02	0.48	0.32	0.74

1WEQ_A	1.0	0.06	0.14	0.22	0.0	0.35	0.02	0.01	0.45	0.16	0.91

1WES_A	1.0	0.02	0.05	0.12	0.0	0.35	0.0	0.0	0.47	0.07	0.99

1WEU_A	1.0	0.0	0.0	0.02	0.0	0.34	0.0	0.0	0.52	0.01	1.0

1WEV_A	1.0	0.0	0.16	0.22	0.0	0.34	0.0	0.01	0.44	0.17	0.9

1WEW_A	1.0	0.02	0.22	0.26	0.02	0.3	0.1	0.03	0.46	0.24	0.84

1WFE_A	1.0	0.01	0.17	0.23	0.0	0.34	0.01	0.02	0.44	0.18	0.89

1WFF_A	0.98	0.25	0.16	0.26	0.0	0.34	0.12	0.02	0.47	0.22	0.83

1WFH_A	0.99	0.22	0.15	0.25	0.0	0.34	0.08	0.01	0.46	0.2	0.85

1WFK_A	1.0	0.01	0.46	0.24	0.0	0.37	0.0	0.01	0.48	0.19	0.89

1WFL_A	0.93	0.1	0.14	0.24	0.0	0.28	0.32	0.02	0.45	0.23	0.83

1WFP_A	0.99	0.3	0.1	0.21	0.0	0.34	0.14	0.0	0.48	0.16	0.9

1WFZ_A	0.95	0.04	0.2	0.28	0.0	0.37	0.11	0.04	0.46	0.23	0.78

1WG2_A	1.0	0.0	0.12	0.2	0.0	0.43	0.01	0.01	0.47	0.13	0.94

1WGE_A	1.0	0.13	0.1	0.19	0.07	0.27	0.13	0.0	0.51	0.18	0.96

1WIG_A	1.0	0.01	0.23	0.24	0.0	0.34	0.0	0.02	0.45	0.19	0.87

1WII_A	0.95	0.05	0.2	0.66	0.0	0.39	0.0	0.04	0.44	0.31	0.68

1WIL_A	1.0	0.02	0.09	0.15	0.0	0.32	0.23	0.01	0.48	0.17	0.95

1WIM_A	1.0	0.04	0.21	0.25	0.06	0.3	0.1	0.03	0.47	0.23	0.86

1WIR_A	0.98	0.03	0.28	0.31	0.24	0.3	0.03	0.08	0.45	0.34	0.66

1WJ0_A	0.91	0.01	0.2	0.28	0.0	0.32	0.0	0.05	0.48	0.35	0.69

1WJ2_A	0.97	0.02	0.18	0.26	0.0	0.3	0.11	0.03	0.45	0.22	0.83

1WJB_A	1.0	0.0	0.01	0.05	0.0	0.58	0.0	0.0	0.5	0.01	1.0

1WJP_A	1.0	0.0	0.08	0.15	0.0	0.32	0.0	0.0	0.45	0.1	0.97

1WJV_A	1.0	0.01	0.13	0.19	0.13	0.2	0.05	0.0	0.53	0.17	0.96

1WPK_A	0.93	0.23	0.0	0.92	0.0	0.07	0.59	0.0	0.36	0.33	0.94

1WV4_A	0.2	0.17	0.32	0.02	0.29	0.41	0.34	0.55	0.15	0.27	0.17

1WYH_A	1.0	0.0	0.16	0.21	0.0	0.33	0.01	0.01	0.44	0.16	0.91

1WYS_A	1.0	0.03	0.19	0.25	0.0	0.32	0.04	0.03	0.44	0.21	0.85

1X06_A	0.35	0.21	0.38	0.18	0.4	0.5	0.51	0.47	0.26	0.42	0.42

1X3C_A	0.84	0.05	0.28	0.32	0.0	0.32	0.19	0.12	0.41	0.31	0.61

1X3H_A	1.0	0.03	0.16	0.01	0.2	1.0	0.01	0.02	0.56	0.02	0.92

1X4I_A	1.0	0.0	0.08	0.14	0.0	0.34	0.0	0.0	0.45	0.09	0.98

1X4J_A	1.0	0.0	0.11	0.18	0.0	0.33	0.01	0.01	0.44	0.13	0.95

1X4K_A	1.0	0.09	0.14	0.22	0.0	0.34	0.02	0.01	0.45	0.17	0.9

1X4L_A	1.0	0.0	0.11	0.17	0.0	0.33	0.01	0.0	0.44	0.12	0.96

1X4S_A	1.0	0.01	0.19	0.23	0.0	0.34	0.05	0.03	0.44	0.18	0.87

1X4U_A	0.97	0.1	0.27	0.25	0.49	0.2	0.47	0.05	0.47	0.41	0.79

1X4V_A	1.0	0.01	0.14	0.21	0.0	0.35	0.02	0.01	0.44	0.15	0.92

1X4W_A	1.0	0.01	0.17	0.23	0.0	0.32	0.03	0.02	0.45	0.18	0.89

1X5W_A	1.0	0.0	0.1	0.2	0.0	0.32	0.01	0.01	0.48	0.14	0.95

1X61_A	0.89	0.1	0.06	0.19	0.12	0.1	0.54	0.01	0.42	0.47	0.75

1X62_A	1.0	0.04	0.1	0.19	0.0	0.32	0.12	0.01	0.47	0.18	0.93

1X63_A	1.0	0.04	0.05	0.14	0.0	0.32	0.04	0.0	0.48	0.09	0.98

1X64_A	1.0	0.01	0.1	0.18	0.0	0.37	0.03	0.0	0.47	0.12	0.96

1X68_A	1.0	0.01	0.06	0.13	0.0	0.25	0.1	0.0	0.48	0.11	0.98

1X6A_A	1.0	0.04	0.17	0.24	0.0	0.43	0.17	0.02	0.45	0.18	0.86

1X6E_A	1.0	0.0	0.0	0.0	0.0	0.37	0.0	0.0	0.62	0.0	1.0

1X6F_A	0.85	0.03	0.24	0.32	0.02	0.31	0.34	0.09	0.43	0.32	0.64

1X6H_A	0.99	0.28	0.01	0.08	0.0	0.11	0.55	0.0	0.44	0.07	0.98

1XFE_A	0.4	0.92	0.28	0.23	0.25	0.01	0.08	0.01	0.4	0.0	0.31

1XJS_A	0.84	0.11	0.23	0.4	0.26	0.31	0.18	0.09	0.47	0.34	0.64

1XM2_F	0.28	0.07	0.33	0.11	0.54	0.33	0.22	0.24	0.22	0.45	0.39

1XOX_A	0.87	0.23	0.35	0.31	0.46	0.24	0.45	0.08	0.45	0.42	0.61

1XPA_A	1.0	0.86	0.34	0.19	0.09	0.45	0.15	0.0	0.46	0.46	0.77

1XRZ_A	1.0	0.0	0.06	0.13	0.0	0.33	0.0	0.0	0.45	0.08	0.99

1XWH_A	1.0	0.0	0.02	0.08	0.0	0.28	0.0	0.0	0.49	0.04	1.0

1XXE_A	0.97	0.47	0.12	0.08	0.02	0.61	0.43	0.0	0.48	0.12	0.88

1Y3J_A	0.42	0.06	0.94	1.0	0.0	0.32	0.0	0.0	0.45	0.58	0.51

1Y8F_A	1.0	0.07	0.34	0.25	0.58	0.19	0.25	0.06	0.46	0.45	0.78

1YBA_A	0.37	0.28	0.36	0.52	0.51	0.38	0.2	0.34	0.5	0.52	0.39

1YCM_A	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.39	0.72	1.0

1YO7_B	0.26	0.2	0.23	0.09	0.42	0.2	0.12	0.09	0.3	0.42	0.31

1YOP_A	1.0	0.02	0.11	0.17	0.08	0.21	0.15	0.0	0.51	0.16	0.97

1YUI_A	1.0	0.0	0.14	0.2	0.0	0.32	0.0	0.01	0.43	0.15	0.92

1YUT_A	0.4	0.98	0.13	0.07	0.0	0.02	0.0	0.0	0.38	0.0	0.01

1YWS_A	1.0	0.02	0.11	0.17	0.09	0.21	0.14	0.0	0.51	0.16	0.97

1Z60_A	1.0	0.01	0.15	0.22	0.0	0.35	0.02	0.01	0.44	0.16	0.92

1Z6C_A	0.4	0.9	0.25	0.13	0.02	0.08	0.01	0.01	0.39	0.01	0.06

1Z8R_A	0.78	0.13	0.33	0.34	0.02	0.32	0.22	0.33	0.46	0.33	0.54

1ZCL_A	0.28	0.07	0.33	0.1	0.55	0.33	0.21	0.24	0.22	0.45	0.39

1ZFD_A	1.0	0.0	0.16	0.22	0.0	0.31	0.0	0.02	0.43	0.17	0.89

1ZFO_A	1.0	0.0	0.25	0.18	0.0	0.34	0.0	0.05	0.35	0.23	0.7

1ZFS_A	0.39	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0

1ZGW_A	0.95	0.22	0.0	0.91	0.0	0.07	0.59	0.0	0.37	0.27	0.96

1ZR9_A	0.86	0.17	0.27	0.35	0.0	0.32	0.07	0.09	0.43	0.33	0.61

1ZU1_A	1.0	0.01	0.13	0.21	0.0	0.33	0.07	0.01	0.45	0.16	0.93

1ZW8_A	0.96	0.04	0.24	0.28	0.11	0.31	0.27	0.06	0.44	0.3	0.75

2A20_A	1.0	0.0	0.15	0.21	0.0	0.32	0.0	0.01	0.43	0.16	0.9

2A51_A	1.0	0.0	0.03	0.09	0.0	0.33	0.0	0.0	0.46	0.05	1.0

2A8K_A	0.28	0.37	0.31	0.13	0.03	0.41	0.4	0.15	0.09	0.4	0.41

2ADR_A	1.0	0.22	0.03	0.1	0.0	0.36	0.02	0.0	0.5	0.06	0.99

2AKL_A	1.0	0.28	0.08	0.15	0.0	0.72	0.14	0.0	0.48	0.09	0.93

2AM4_A	0.49	0.42	0.39	0.23	0.22	0.43	0.33	0.49	0.41	0.31	0.45

2AQC_A	1.0	0.0	0.12	0.18	0.0	0.27	0.13	0.01	0.44	0.16	0.93

2ARO_A	0.25	0.18	0.42	0.01	0.0	0.39	0.07	0.55	0.27	0.18	0.17

2ARO_C	0.39	0.0	0.21	0.0	0.0	0.02	0.54	0.84	0.25	0.05	0.17

2AVK_A	0.38	0.16	0.41	0.0	0.78	0.41	0.14	0.32	0.17	0.48	0.16

2AXT_X	0.18	0.41	0.3	0.1	0.01	0.24	0.37	0.25	0.3	0.43	0.15

2AYJ_A	0.99	0.02	0.23	0.25	0.0	0.31	0.01	0.05	0.4	0.24	0.76

2B17_A	0.39	0.75	0.37	0.28	0.0	0.23	0.03	0.1	0.44	0.15	0.1

2B1O_A	0.4	0.68	0.41	0.25	0.28	0.25	0.35	0.24	0.41	0.09	0.24

2B8Q_C	0.4	0.01	0.1	0.0	0.0	0.38	0.61	0.06	0.32	0.09	0.08

2BBM_A	0.28	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0

2BEJ_A	0.4	0.07	0.15	0.01	0.01	0.28	0.62	0.05	0.41	0.06	0.49

2BHR_B	0.4	0.16	0.35	0.05	0.18	0.41	0.57	0.61	0.35	0.38	0.45

2BJ3_D	0.4	0.0	0.26	0.95	0.0	0.11	0.0	0.02	0.43	0.99	0.32

2BL6_A	1.0	0.01	0.11	0.19	0.0	0.33	0.02	0.01	0.45	0.13	0.96

2BRW_A	0.4	0.52	0.27	0.18	0.18	0.38	0.36	0.36	0.64	0.56	0.37

2C36_B	0.27	0.14	0.33	0.31	0.02	0.39	0.43	0.13	0.43	0.44	0.37

2C3A_A	0.26	0.11	0.3	0.13	0.02	0.39	0.35	0.07	0.34	0.45	0.32

2C6A_A	1.0	0.03	0.15	0.22	0.0	0.33	0.01	0.01	0.44	0.17	0.89

2C9B_A	0.39	0.0	0.0	0.07	0.0	1.0	0.0	0.0	0.76	0.0	0.06

2C9C_A	0.39	0.23	0.22	0.12	0.02	0.22	0.57	0.08	0.39	0.2	0.48

2CG3_A	0.64	0.51	0.42	0.41	0.26	0.4	0.44	0.53	0.46	0.42	0.53

2CI6_A	0.39	0.2	0.39	0.42	0.49	0.45	0.31	0.4	0.35	0.46	0.44

2CO8_A	1.0	0.02	0.16	0.23	0.0	0.32	0.01	0.02	0.45	0.18	0.88

2CON_A	0.89	0.27	0.25	0.32	0.36	0.28	0.43	0.07	0.45	0.37	0.62

2COR_A	1.0	0.0	0.09	0.17	0.0	0.35	0.03	0.0	0.46	0.12	0.96

2COT_A	1.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.58	0.0	1.0

2CQE_A	0.89	0.2	0.2	0.31	0.24	0.31	0.29	0.04	0.47	0.3	0.74

2CQF_A	1.0	0.0	0.02	0.08	0.0	0.36	0.0	0.0	0.47	0.04	1.0

2CR8_A	1.0	0.01	0.2	0.26	0.0	0.31	0.02	0.04	0.44	0.22	0.8

2CRC_A	1.0	0.01	0.23	0.24	0.0	0.33	0.02	0.05	0.42	0.21	0.79

2CRR_A	0.91	0.19	0.22	0.3	0.01	0.4	0.12	0.04	0.46	0.31	0.66

2CRW_A	0.94	0.07	0.3	0.25	0.32	0.49	0.17	0.1	0.46	0.25	0.65

2CS2_A	0.98	0.16	0.0	0.04	0.0	0.03	0.61	0.0	0.41	0.28	0.96

2CS3_A	1.0	0.0	0.17	0.23	0.0	0.31	0.01	0.02	0.44	0.18	0.87

2CS8_A	1.0	0.0	0.08	0.16	0.0	0.36	0.01	0.0	0.47	0.11	0.97

2CSH_A	1.0	0.0	0.01	0.05	0.0	0.27	0.01	0.0	0.51	0.03	1.0

2CSV_A	1.0	0.01	0.21	0.25	0.0	0.32	0.01	0.04	0.43	0.21	0.83

2CSY_A	0.76	0.11	0.08	0.04	0.01	0.1	0.59	0.0	0.35	0.65	0.65

2CSZ_A	1.0	0.0	0.06	0.13	0.0	0.31	0.0	0.0	0.45	0.08	0.99

2CT0_A	1.0	0.01	0.14	0.21	0.0	0.33	0.0	0.01	0.44	0.16	0.92

2CT1_A	1.0	0.0	0.01	0.06	0.0	0.34	0.0	0.0	0.48	0.03	1.0

2CT2_A	0.99	0.17	0.13	0.22	0.0	0.4	0.1	0.01	0.48	0.18	0.9

2CT5_A	0.83	0.11	0.24	0.34	0.05	0.32	0.26	0.07	0.46	0.32	0.67

2CT7_A	1.0	0.0	0.15	0.21	0.0	0.34	0.0	0.01	0.44	0.16	0.92

2CTD_A	1.0	0.0	0.13	0.2	0.0	0.35	0.01	0.01	0.45	0.15	0.93

2CTT_A	1.0	0.0	0.06	0.14	0.0	0.35	0.02	0.0	0.46	0.09	0.99

2CTU_A	0.73	0.27	0.08	0.1	0.04	0.1	0.57	0.01	0.37	0.66	0.59

2CU8_A	1.0	0.0	0.12	0.19	0.0	0.33	0.01	0.01	0.45	0.16	0.93

2CUP_A	1.0	0.03	0.02	0.09	0.0	0.32	0.02	0.0	0.5	0.05	1.0

2CUQ_A	0.96	0.08	0.17	0.65	0.0	0.42	0.01	0.03	0.48	0.28	0.8

2CUR_A	0.99	0.05	0.23	0.27	0.23	0.32	0.1	0.04	0.49	0.25	0.81

2D8Q_A	1.0	0.02	0.05	0.13	0.0	0.25	0.25	0.0	0.47	0.11	0.98

2D8R_A	0.95	0.59	0.33	0.28	0.32	0.37	0.1	0.04	0.46	0.42	0.59

2D8S_A	1.0	0.19	0.17	0.28	0.0	0.32	0.01	0.02	0.47	0.22	0.81

2D8T_A	1.0	0.0	0.14	0.2	0.0	0.29	0.07	0.01	0.43	0.16	0.9

2D8U_A	1.0	0.01	0.18	0.23	0.0	0.32	0.02	0.03	0.43	0.19	0.86

2D8V_A	0.99	0.03	0.21	0.26	0.0	0.31	0.17	0.03	0.46	0.24	0.84

2D8X_A	1.0	0.0	0.14	0.2	0.0	0.4	0.0	0.01	0.44	0.14	0.92

2D8Y_A	1.0	0.06	0.16	0.1	0.0	0.95	0.08	0.01	0.47	0.04	0.89

2D8Z_A	1.0	0.01	0.21	0.25	0.0	0.32	0.01	0.03	0.43	0.21	0.84

2D9G_A	0.93	0.05	0.28	0.3	0.0	0.35	0.06	0.12	0.45	0.28	0.71

2D9H_A	1.0	0.02	0.05	0.12	0.0	0.35	0.01	0.0	0.47	0.07	0.99

2D9K_A	0.85	0.41	0.1	0.31	0.02	0.34	0.31	0.0	0.47	0.23	0.82

2D9L_A	0.9	0.18	0.24	0.31	0.0	0.41	0.16	0.04	0.46	0.31	0.62

2D9M_A	0.95	0.11	0.24	0.3	0.0	0.33	0.1	0.07	0.45	0.27	0.73

2D9N_A	1.0	0.02	0.15	0.23	0.0	0.36	0.01	0.01	0.45	0.17	0.9

2DAN_A	1.0	0.01	0.05	0.13	0.0	0.31	0.03	0.0	0.47	0.08	0.98

2DAR_A	0.99	0.01	0.16	0.23	0.0	0.3	0.2	0.02	0.45	0.21	0.86

2DAS_A	0.96	0.02	0.26	0.3	0.0	0.32	0.06	0.08	0.43	0.26	0.73

2DB6_A	1.0	0.01	0.17	0.23	0.0	0.33	0.01	0.02	0.44	0.18	0.89

2DDY_A	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.45	0.94	1.0

2DID_A	1.0	0.01	0.08	0.16	0.0	0.34	0.01	0.0	0.45	0.1	0.97

2DIP_A	1.0	0.0	0.21	0.26	0.0	0.3	0.0	0.03	0.45	0.22	0.82

2DJ7_A	1.0	0.01	0.13	0.19	0.0	0.28	0.15	0.01	0.46	0.18	0.92

2DJ8_A	1.0	0.0	0.01	0.14	0.0	0.45	0.0	0.0	0.5	0.03	1.0

2DJA_A	1.0	0.02	0.1	0.17	0.0	0.35	0.02	0.01	0.46	0.13	0.95

2DJB_A	0.93	0.17	0.18	0.28	0.03	0.32	0.08	0.02	0.48	0.24	0.82

2DJR_A	0.77	0.05	0.26	0.43	0.0	0.34	0.03	0.1	0.46	0.32	0.65

2DKT_A	1.0	0.89	0.02	0.0	0.0	0.84	0.74	0.0	0.39	0.77	0.99

2DLK_A	1.0	0.0	0.02	0.19	0.0	0.4	0.0	0.0	0.51	0.05	1.0

2DLO_A	0.91	0.07	0.11	0.21	0.03	0.21	0.52	0.02	0.43	0.33	0.76

2DLQ_A	1.0	0.0	0.0	0.01	0.0	0.25	0.0	0.0	0.55	0.0	1.0

2DMD_A	1.0	0.0	0.02	0.07	0.0	0.35	0.01	0.0	0.52	0.04	1.0

2DMI_A	1.0	0.01	0.18	0.22	0.1	0.25	0.05	0.01	0.49	0.21	0.91

2DMJ_A	1.0	0.0	0.01	0.05	0.0	0.5	0.0	0.0	0.51	0.01	1.0

2E2Z_A	0.8	0.41	0.4	0.43	0.53	0.36	0.18	0.08	0.45	0.5	0.57

2E30_A	0.41	0.7	0.33	0.15	0.11	0.17	0.42	0.47	0.39	0.01	0.18

2E5R_A	0.98	0.01	0.19	0.26	0.0	0.28	0.3	0.03	0.44	0.25	0.8

2E5S_A	1.0	0.0	0.08	0.16	0.0	0.34	0.01	0.0	0.48	0.1	0.98

2E61_A	1.0	0.02	0.17	0.24	0.0	0.33	0.09	0.02	0.44	0.19	0.86

2E6I_A	0.98	0.04	0.25	0.28	0.0	0.32	0.01	0.07	0.41	0.26	0.71

2E6R_A	1.0	0.0	0.11	0.18	0.0	0.34	0.0	0.0	0.45	0.13	0.95

2E6S_A	1.0	0.0	0.08	0.14	0.0	0.58	0.0	0.0	0.47	0.06	0.98

2E6W_A	0.41	0.72	0.39	0.19	0.1	0.17	0.34	0.09	0.4	0.04	0.23

2E72_A	0.96	0.09	0.23	0.29	0.0	0.33	0.04	0.05	0.43	0.24	0.74

2E73_A	1.0	0.0	0.15	0.21	0.0	0.34	0.03	0.01	0.44	0.17	0.91

2E9H_A	0.89	0.16	0.22	0.31	0.18	0.31	0.3	0.05	0.47	0.31	0.72

2EA5_A	1.0	0.01	0.14	0.2	0.0	0.34	0.0	0.01	0.44	0.15	0.92

2EA6_A	1.0	0.03	0.07	0.14	0.0	0.36	0.03	0.0	0.48	0.1	0.98

2EBL_A	1.0	0.07	0.05	0.13	0.0	0.32	0.06	0.0	0.48	0.1	0.98

2EBQ_A	1.0	0.0	0.08	0.15	0.0	0.44	0.01	0.0	0.46	0.08	0.98

2EBR_A	0.92	0.03	0.11	0.22	0.0	0.23	0.5	0.02	0.43	0.29	0.74

2EBT_A	1.0	0.0	0.01	0.04	0.0	0.34	0.0	0.0	0.52	0.02	1.0

2EBV_A	0.98	0.37	0.26	0.2	0.03	0.71	0.06	0.01	0.48	0.21	0.71

2EC7_A	1.0	0.0	0.0	0.01	0.0	0.35	0.0	0.0	0.53	0.0	1.0

2ECG_A	0.98	0.01	0.11	0.25	0.01	0.26	0.03	0.01	0.5	0.2	0.94

2ECI_A	1.0	0.0	0.0	0.06	0.0	0.5	0.17	0.0	0.51	0.02	1.0

2ECJ_A	1.0	0.0	0.19	0.24	0.0	0.3	0.0	0.02	0.44	0.19	0.86

2ECL_A	1.0	0.0	0.14	0.21	0.0	0.34	0.01	0.01	0.44	0.15	0.93

2ECM_A	1.0	0.0	0.03	0.1	0.0	0.31	0.0	0.0	0.47	0.05	1.0

2ECN_A	1.0	0.35	0.03	0.11	0.0	0.36	0.04	0.0	0.5	0.06	0.98

2ECT_A	1.0	0.0	0.1	0.17	0.0	0.4	0.0	0.0	0.46	0.1	0.96

2ECV_A	1.0	0.07	0.02	0.08	0.0	0.23	0.21	0.0	0.49	0.07	0.99

2ECW_A	1.0	0.07	0.04	0.12	0.0	0.35	0.01	0.0	0.51	0.07	0.99

2ECY_A	1.0	0.0	0.11	0.21	0.0	0.36	0.02	0.01	0.48	0.14	0.95

2EE8_A	1.0	0.01	0.0	0.01	0.0	0.04	0.62	0.0	0.38	0.09	1.0

2EGM_A	0.97	0.19	0.17	0.27	0.0	0.32	0.07	0.02	0.46	0.23	0.8

2EGP_A	1.0	0.0	0.07	0.08	0.0	0.21	0.13	0.0	0.52	0.07	1.0

2EGQ_A	1.0	0.01	0.11	0.17	0.0	0.29	0.02	0.0	0.48	0.14	0.96

2EHE_A	0.99	0.44	0.16	0.24	0.01	0.41	0.14	0.01	0.48	0.23	0.8

2EJ4_A	1.0	0.0	0.03	0.09	0.0	0.34	0.0	0.0	0.47	0.04	1.0

2EL4_A	1.0	0.01	0.21	0.24	0.0	0.34	0.03	0.03	0.43	0.19	0.85

2EL5_A	1.0	0.0	0.0	0.01	0.0	0.34	0.0	0.0	0.52	0.0	1.0

2EL6_A	0.88	0.03	0.25	0.27	0.0	0.37	0.42	0.17	0.44	0.31	0.64

2ELI_A	0.97	0.05	0.01	0.05	0.0	0.05	0.59	0.0	0.37	0.51	0.88

2ELM_A	1.0	0.0	0.19	0.23	0.0	0.29	0.0	0.03	0.42	0.2	0.84

2ELN_A	1.0	0.85	0.28	0.17	0.07	0.47	0.11	0.0	0.48	0.41	0.78

2ELO_A	1.0	0.0	0.15	0.22	0.0	0.31	0.0	0.01	0.45	0.17	0.91

2ELP_A	1.0	0.0	0.18	0.2	0.0	0.29	0.0	0.02	0.42	0.19	0.86

2ELQ_A	1.0	0.01	0.2	0.24	0.0	0.31	0.0	0.04	0.42	0.21	0.82

2ELR_A	0.94	0.02	0.14	0.21	0.0	0.28	0.45	0.02	0.43	0.21	0.81

2ELU_A	1.0	0.0	0.02	0.07	0.0	0.34	0.0	0.0	0.48	0.03	1.0

2ELV_A	1.0	0.0	0.23	0.23	0.0	0.3	0.0	0.02	0.43	0.19	0.86

2ELW_A	1.0	0.0	0.02	0.08	0.0	0.34	0.0	0.0	0.47	0.04	1.0

2ELX_A	1.0	0.0	0.17	0.23	0.0	0.31	0.0	0.02	0.43	0.18	0.88

2ELY_A	1.0	0.0	0.08	0.15	0.0	0.35	0.0	0.0	0.45	0.1	0.98

2ELZ_A	1.0	0.01	0.16	0.27	0.0	0.35	0.01	0.02	0.44	0.19	0.89

2EM0_A	0.96	0.04	0.24	0.27	0.0	0.31	0.02	0.06	0.41	0.25	0.71

2EM1_A	1.0	0.0	0.0	0.0	0.0	0.4	0.0	0.0	0.55	0.0	1.0

2EM2_A	1.0	0.0	0.0	0.01	0.0	0.33	0.0	0.0	0.55	0.0	1.0

2EM3_A	1.0	0.0	0.16	0.21	0.0	0.34	0.0	0.01	0.43	0.16	0.91

2EM4_A	1.0	0.0	0.0	0.03	0.0	0.27	0.0	0.0	0.53	0.01	1.0

